['са', 951]
['авайди', 21]
['эвер', 21]
['къахчуна', 21]
['ийизвай', 21]
['амукьна', 21]
['цiийи', 21]
['лагьайтiа', 21]
['атай', 21]
['виш', 21]
['рушар', 21]
['хуьре', 20]
['вавай', 20]
['галай', 20]
['кьуд', 20]
['амач', 20]
['лагьайла', 20]
['элкъвена', 20]
['нез', 20]
['кьведни', 20]
['жанавурдин', 20]
['имни', 20]
['рекьида', 20]
['гвай', 20]
['садра', 20]
['асландин', 20]
['къавал', 20]
['яб', 20]
['гуьзел', 20]
['кiвал', 20]
['кваз', 19]
['недай', 19]
['жемятар', 19]
['шад', 19]
['патахъ', 19]
['дидедин', 19]
['жуван', 19]
['хуьз', 19]
['ибуруз', 19]
['фикирна', 19]
['абурун', 19]
['тар', 19]
['вегь', 19]
['аслан', 19]
['сифте', 19]
['пад', 19]
['ахвар', 19]
['хциз', 19]
['касди', 19]
['къизилдин', 19]
['жедай', 18]
['вил', 18]
['гьарайна', 18]
['чил', 18]
['захъ', 18]
['сикiрен', 18]
['кiвач', 18]
['куь', 18]
['инсанар', 18]
['вервелаг', 18]
['ягъиз', 18]
['гачал', 18]
['хвеши', 18]
['гуьрз', 18]
['физ', 17]
['гьам', 17]
['акъудда', 17]
['вахтар', 17]
['кьакьан', 17]
['сес', 17]
['къведа', 17]
['тавуна', 17]
['идани', 17]
['тийиз', 17]
['зунни', 17]
['булахдал', 17]
['кьилив', 17]
['алад', 17]
['аялар', 17]
['гьинай', 17]
['къунши', 17]
['халу', 17]
['чакъал', 17]
['жезвачир', 17]
['нуькiрез', 17]
['ракъурна', 17]
['свас', 17]
['бубадин', 17]
['бике', 16]
['гьамиша', 16]
['фидай', 16]
['гьайван', 16]
['куьмек', 16]
['жанавурдиз', 16]
['гьахьна', 16]
['рехъ', 16]
['ана', 16]
['къе', 16]
['къерехдиз', 16]
['дидедиз', 16]
['акъудиз', 16]
['гьана', 16]
['пашман', 16]
['магьамад', 16]
['вад', 16]
['шегьердин', 16]
['цаварал', 16]
['нехирбандин', 16]
['хтулди', 16]
['килигиз', 15]
['гьакi', 15]
['ийизва', 15]
['фикир', 15]
['лугьудай', 15]
['хкажна', 15]
['физва', 15]
['вахъ', 15]
['кiвачер', 15]
['адал', 15]
['кван', 15]
['затiар', 15]
['11', 15]
['гайи', 15]
['кiандатiа', 15]
['пакамахъ', 15]
['тирди', 15]
['хкана', 15]
['чпиз', 15]
['затiни', 15]
['хала', 15]
['йикъалай', 15]
['хан', 15]
['ибурун', 15]
['агакьайла', 15]
['тiалабна', 15]
['кьуьл', 15]
['акъваз', 15]
['лиф', 15]
['майдандал', 15]
['къизилар', 15]
['кьилелай', 14]
['гъуьлуьз', 14]
['физвай', 14]
['садлагьана', 14]
['рикiел', 14]
['адахъ', 14]
['арадилай', 14]
['затi', 14]
['ахварай', 14]
['атайла', 14]
['тур', 14]
['кьин', 14]
['гъида', 14]
['яхцiур', 14]
['къвезвай', 14]
['гатана', 14]
['сивел', 14]
['эвичiна', 14]
['рак', 14]
['гьарай', 14]
['нек', 14]
['атiа', 14]
['амаз', 14]
['куьтягь', 14]
['крар', 14]
['цин', 14]
['цаз', 14]
['12', 14]
['рекьин', 14]
['вугана', 14]
['алукiна', 14]
['шегьерда', 14]
['гьавиляй', 14]
['гьазур', 13]
['гуьгъуьниз', 13]
['авун', 13]
['алатайла', 13]
['акъвазнавай', 13]
['вунни', 13]
['сев', 13]
['идал', 13]
['аватiа', 13]
['гъваш', 13]
['экв', 13]
['йис', 13]
['агъуз', 13]
['вичел', 13]
['гьадаз', 13]
['гьал', 13]
['чеб', 13]
['гъайи', 13]
['рикiелай', 13]
['ни', 13]
['икьван', 13]
['хуьруьн', 13]
['эверна', 13]
['хвена', 13]
['къвезва', 13]
['гадарна', 13]
['пут', 13]
['чакъалди', 13]
['пачагьдини', 13]
['хуьрек', 13]
['жегьил', 13]
['кiватiна', 13]
['мугьман', 13]
['13', 13]
['кiвалахар', 13]
['кьулан', 13]
['папан', 13]
['эхирни', 13]
['кiвалер', 13]
['чигалиди', 13]
['ягълух', 13]
['гишин', 12]
['йикъарикай', 12]
['ийин', 12]
['ширин', 12]
['ацукьнавай', 12]
['исятда', 12]
['манияр', 12]
['чидач', 12]
['тукiуна', 12]
['хтайла', 12]
['чiугуна', 12]
['къвез', 12]
['дуьз', 12]
['чукурна', 12]
['тамуз', 12]
['лугьузва', 12]
['авур', 12]
['храз', 12]
['шумуд', 12]
['патаз', 12]
['балаяр', 12]
['няни', 12]
['вакай', 12]
['фин', 12]
['акатна', 12]
['язух', 12]
['крчар', 12]
['гъиз', 12]
['гьим', 12]
['цав', 12]
['къуьр', 12]
['ханди', 12]
['фикирар', 12]
['суьрет', 12]
['чубан', 12]
['пакад', 12]
['халудин', 12]
['къаридин', 12]
['манат', 12]
['аждагьандин', 12]
['цуьквер', 12]
['шарвилиди', 12]
['шегьердиз', 12]
['гадани', 12]
['кiус', 12]
['хкадарна', 11]
['гузвай', 11]
['жуваз', 11]
['лам', 11]
['кiевиз', 11]
['сикiни', 11]
['идавай', 11]
['къведай', 11]
['авачиз', 11]
['агъа', 11]
['сив', 11]
['бубани', 11]
['тахьана', 11]
['чидай', 11]
['къуншидин', 11]
['ракiар', 11]
['ашукь', 11]
['тажуб', 11]
['неда', 11]
['нивай', 11]
['тамун', 11]
['алаз', 11]
['аламат', 11]
['атанвайди', 11]
['фуруз', 11]
['къаридиз', 11]
['гьерер', 11]
['цiингил', 11]
['эскендар', 11]
['никай', 11]
['дагъ', 11]
['рагъ', 11]
['юкъузни', 11]
['шарвилидин', 11]
['шарвилидиз', 11]
['гудай', 11]
['папаз', 11]
['тахай', 11]
['фекьи', 11]
['абас', 11]
['хандин', 11]
['цiицiалидиз', 11]
['варз', 10]
['кьегьал', 10]
['садан', 10]
['кiваляй', 10]
['лугьузвай', 10]
['жанавурни', 10]
['деведи', 10]
['кьей', 10]
['инай', 10]
['белки', 10]
['жеди', 10]
['пай', 10]
['адани', 10]
['лишанар', 10]
['кицi', 10]
['кьада', 10]
['кьаз', 10]
['тавурла', 10]
['гьалтда', 10]
['экъечi', 10]
['касни', 10]
['куткунар', 10]
['авадарна', 10]
['хъалхъас', 10]
['гъуьрчез', 10]
['тамара', 10]
['хъсандиз', 10]
['тек', 10]
['кiанзава', 10]
['тамам', 10]
['анал', 10]
['таран', 10]
['лув', 10]
['тама', 10]
['асландиз', 10]
['асланди', 10]
['савкьатар', 10]
['хъхьана', 10]
['хьухь', 10]
['залай', 10]
['тежедай', 10]
['тавуртiа', 10]
['дерин', 10]
['хтул', 10]
['гахце', 10]
['иеси', 10]
['пар', 10]
['кал', 10]
['юкьвал', 10]
['юкi', 10]
['чуьнуьхна', 10]
['14', 10]
['15', 10]
['хинкiар', 10]
['хутахна', 10]
['пери', 10]
['пеленг', 10]
['балкiандин', 10]
['накьвар', 10]
['балкiандал', 10]
['ухьт', 10]
['рушани', 10]
['гъалар', 10]
['угъри', 10]
['зуьгьуьтбег', 10]
['алпан', 10]
['куркур', 9]
['гьатай', 9]
['залум', 9]
['гъиляй', 9]
['ала', 9]
['гьайванар', 9]
['къачуз', 9]
['аквада', 9]
['низ', 9]
['акваз', 9]
['мани', 9]
['кiанзавай', 9]
['къуват', 9]
['хъфиз', 9]
['адакай', 9]
['ламран', 9]
['юлдаш', 9]
['деведин', 9]
['акьван', 9]
['къаткана', 9]
['чуьхвена', 9]
['тiуьн', 9]
['килигда', 9]
['неъ', 9]
['жезва', 9]
['салам', 9]
['кьвед', 9]
['кьур', 9]
['чiур', 9]
['дуст', 9]
['вичихъ', 9]
['вични', 9]
['патахъай', 9]
['куткун', 9]
['хпер', 9]
['нур', 9]
['къиб', 9]
['ийидай', 9]
['дуьнья', 9]
['шехьна', 9]
['акван', 9]
['минет', 9]
['гьатда', 9]
['агь', 9]
['валай', 9]
['хкведа', 9]
['шараг', 9]
['зани', 9]
['чирна', 9]
['лагьайвал', 9]
['чилел', 9]
['хъфида', 9]
['къенин', 9]
['гьайванриз', 9]
['кардал', 9]
['пашмандиз', 9]
['тушир', 9]
['экъечiда', 9]
['нубат', 9]
['яргъал', 9]
['гъилер', 9]
['хъуьчiуьк', 9]
['нуькiре', 9]
['пабни', 9]
['фейи', 9]
['инлай', 9]
['арадлай', 9]
['ягъа', 9]
['гуьрчег', 9]
['хьурай', 9]
['къерехдив', 9]
['эхь', 9]
['инсанри', 9]
['балкiандиз', 9]
['гевгьер', 9]
['гачала', 9]
['касдиз', 9]
['акьах', 9]
['рушакай', 9]
['къаравулри', 9]
['кiвалерин', 9]
['чигали', 9]
['ибру', 9]
['мастан', 8]
['кiандай', 8]
['чкадиз', 8]
['ядай', 8]
['гьазурна', 8]
['ама', 8]
['меслятдал', 8]
['арадай', 8]
['гьеле', 8]
['лазим', 8]
['галукьайла', 8]
['авани', 8]
['руг', 8]
['тiеквендиз', 8]
['килигзавай', 8]
['вичик', 8]
['пагь', 8]
['жедани', 8]
['авуртiа', 8]
['къайгъу', 8]
['зазни', 8]
['гьанай', 8]
['къене', 8]
['итимдин', 8]
['амал', 8]
['жеч', 8]
['тада', 8]
['векь', 8]
['чин', 8]
['чубанрин', 8]
['дуьшуьш', 8]
['ахварал', 8]
['эвел', 8]
['фидайла', 8]
['жедалди', 8]
['дагълара', 8]
['садазни', 8]
['мукьув', 8]
['виридалайни', 8]
['ква', 8]
['куьтягьна', 8]
['башуьсте', 8]
['гьаниз', 8]
['хкаж', 8]
['ахъая', 8]
['вак', 8]
['чубанри', 8]
['жемятдиз', 8]
['чиле', 8]
['къацу', 8]
['хперин', 8]
['хана', 8]
['гьайванри', 8]
['алукьна', 8]
['гъавурда', 8]
['яцран', 8]
['малумарна', 8]
['къуьре', 8]
['пис', 8]
['чувалда', 8]
['хандиз', 8]
['таниш', 8]
['садавайни', 8]
['цавай', 8]
['жендек', 8]
['къерехда', 8]
['буйругъ', 8]
['кiвачяй', 8]
['ахкъудна', 8]
['гар', 8]
['чуьнуьруг', 8]
['алудна', 8]
['рахкурна', 8]
['дагъдин', 8]
['хъша', 8]
['жемятди', 8]
['аниз', 8]
['дяве', 8]
['16', 8]
['хайбер', 8]
['хайбера', 8]
['хел', 8]
['къван', 8]
['флан', 8]
['хиве', 8]
['дерт', 8]
['югъни', 8]
['алахьна', 8]
['къачу', 8]
['дуьньяда', 8]
['акьул', 8]
['хквезвай', 8]
['тажирди', 8]
['эвериз', 8]
['чай', 8]
['къаравулар', 8]
['закай', 8]
['далдам', 8]
['чинал', 8]
['рушариз', 8]
['саф', 8]
['векьер', 8]
['минарадин', 8]
['гьамбал', 8]
['нуькер', 8]
['экъисна', 7]
['тух', 7]
['кьиф', 7]
['кьиле', 7]
['лацу', 7]
['лайихлу', 7]
['бикедиз', 7]
['дугъриданни', 7]
['ганач', 7]
['михьиз', 7]
['мензилдиз', 7]
['тади', 7]
['юлдашар', 7]
['вирида', 7]
['рикiе', 7]
['кiула', 7]
['ракiарихъ', 7]
['жедатiа', 7]
['авурла', 7]
['тепилмиш', 7]
['тике', 7]
['къекъвез', 7]
['адав', 7]
['чуру', 7]
['артух', 7]
['гайила', 7]
['кьейи', 7]
['жемир', 7]
['гьинва', 7]
['кьун', 7]
['зав', 7]
['фад', 7]
['ма', 7]
['жагъана', 7]
['кiел', 7]
['кьилни', 7]
['йикъан', 7]
['верч', 7]
['кефияр', 7]
['гьихьтин', 7]
['четин', 7]
['дуланмиш', 7]
['меслят', 7]
['къалурна', 7]
['хъийида', 7]
['кiеве', 7]
['минетна', 7]
['чилин', 7]
['эцяна', 7]
['кiаняй', 7]
['яцраз', 7]
['икрам', 7]
['кiаникай', 7]
['сесер', 7]
['везирар', 7]
['санал', 7]
['хьун', 7]
['жува', 7]
['акуртiа', 7]
['мичiи', 7]
['фичiи', 7]
['цава', 7]
['виридаз', 7]
['везирдин', 7]
['везирди', 7]
['там', 7]
['нуькiрен', 7]
['идакай', 7]
['баде', 7]
['мехъерар', 7]
['касдин', 7]
['кутiуна', 7]
['мирг', 7]
['килигайла', 7]
['сарабаш', 7]
['ав', 7]
['гьаятдиз', 7]
['кiарасар', 7]
['ракъурда', 7]
['азарлу', 7]
['къимет', 7]
['дагълар', 7]
['кукiвал', 7]
['тiуб', 7]
['итимди', 7]
['тiун', 7]
['лугьур', 7]
['къецел', 7]
['гъуьлуь', 7]
['касбубади', 7]
['сакiани', 7]
['гьуьри', 7]
['стхадин', 7]
['эмирна', 7]
['тадач', 7]
['инсанриз', 7]
['лит', 7]
['стхади', 7]
['фур', 7]
['дишегьли', 7]
['чуьхвей', 7]
['садни', 7]
['нуькерди', 7]
['вилаятда', 7]
['сарвигуьл', 7]
['лукi', 7]
['ханум', 7]
['цiицiали', 7]
['цiицiалиди', 7]
['карвандин', 7]
['хазина', 7]
['хурхур-агьмед', 7]
['туьтуьна', 6]
['тiварни', 6]
['гьатта', 6]
['мастана', 6]
['ахъайиз', 6]
['гузва', 6]
['атайди', 6]
['суал', 6]
['кичiела', 6]
['аламаз', 6]
['къайи', 6]
['кьий', 6]
['гардан', 6]
['бегенмиш', 6]
['гамиш', 6]
['мукьва', 6]
['ахмакь', 6]
['мензил', 6]
['дереда', 6]
['хъувунач', 6]
['чавай', 6]
['кiеви', 6]
['мягьтел', 6]
['ярх', 6]
['жанавурдини', 6]
['якiар', 6]
['гъейри', 6]
['эй', 6]
['жагъурда', 6]
['валлагь', 6]
['къуллугъ', 6]
['хьанай', 6]
['гьуьрмет', 6]
['куьк', 6]
['бахчадиз', 6]
['къалура', 6]
['ругъва', 6]
['келиша', 6]
['авурдалай', 6]
['хкведай', 6]
['квахь', 6]
['чидани', 6]
['сиве', 6]
['гьуьрметлу', 6]
['сикiревай', 6]
['кiани', 6]
['фенва', 6]
['чiал', 6]
['кiелиз', 6]
['къекъвена', 6]
['разивал', 6]
['гъуьрч', 6]
['эгечiна', 6]
['балайрин', 6]
['тапшуругъ', 6]
['хабарни', 6]
['яраб', 6]
['яргъай', 6]
['чида', 6]
['ачух', 6]
['ар', 6]
['суьгьбет', 6]
['вацiал', 6]
['вацiун', 6]
['вацi', 6]
['рагъул', 6]
['нянихъ', 6]
['хьанатiа', 6]
['гьанлай', 6]
['аждагьандиз', 6]
['халади', 6]
['тахьай', 6]
['пачагьдивай', 6]
['квахьна', 6]
['акурди', 6]
['акунмазди', 6]
['гьарайда', 6]
['хам', 6]
['гагь', 6]
['аладарна', 6]
['халкьдиз', 6]
['ксана', 6]
['дидени', 6]
['ихтияр', 6]
['чип', 6]
['акъатайтiа', 6]
['тун', 6]
['фурун', 6]
['анай', 6]
['тiал', 6]
['фар', 6]
['цана', 6]
['иесидиз', 6]
['эмир', 6]
['саз', 6]
['геляна', 6]
['ярхарда', 6]
['лифре', 6]
['акьулар', 6]
['девеяр', 6]
['атiай', 6]
['далудал', 6]
['къулал', 6]
['жагъун', 6]
['пата', 6]
['шей', 6]
['хкудна', 6]
['вилаят', 6]
['ахлад', 6]
['дуьньядал', 6]
['17', 6]
['цiил', 6]
['жив', 6]
['лезгийрин', 6]
['межлис', 6]
['хъухъ', 6]
['акьуна', 6]
['марф', 6]
['жибинда', 6]
['кьушунар', 6]
['акьадарна', 6]
['абурукай', 6]
['къари-диде', 6]
['мулд', 6]
['хквез', 6]
['рушари', 6]
['гафарин', 6]
['вириз', 6]
['тай', 6]
['гададини', 6]
['кьадай', 6]
['шейэр', 6]
['чигалидиз', 6]
['тарцикай', 6]
['ешикi', 6]
['халкь', 6]
['халича', 6]
['сардар', 6]
['сардара', 6]
['гьамбалди', 6]
['шейхинин', 6]
['мейит', 6]
['жунгва', 6]
['тваз', 5]
['кьифер', 5]
['мих', 5]
['кациз', 5]
['каци', 5]
['абурухъ', 5]
['акъуддай', 5]
['якъин', 5]
['адалай', 5]
['туштiа', 5]
['теклифдал', 5]
['мастанан', 5]
['атанвай', 5]
['тiеквендай', 5]
['кисна', 5]
['идахъ', 5]
['хкведалди', 5]
['кiурт', 5]
['кицiи', 5]
['кицiиз', 5]
['бикеди', 5]
['кiек', 5]
['вичивай', 5]
['акiурна', 5]
['девлетлу', 5]
['тiвар-ван', 5]
['мез', 5]
['япарихъ', 5]
['гьахь', 5]
['сир', 5]
['калуз', 5]
['севрени', 5]
['дере', 5]
['тепе', 5]
['ацукьнавайла', 5]
['хабарар', 5]
['ийидатiа', 5]
['ибурукай', 5]
['севре', 5]
['акiана', 5]
['незва', 5]
['гелер', 5]
['ки', 5]
['аллагьди', 5]
['жуни', 5]
['къалай', 5]
['кьабул', 5]
['шагьид', 5]
['дуван', 5]
['кьуру', 5]
['акъатда', 5]
['квайди', 5]
['ахъа', 5]
['инихъ', 5]
['къвалав', 5]
['чилер', 5]
['бубадилай', 5]
['темпел', 5]
['цiуд', 5]
['хъфейла', 5]
['регъве', 5]
['тахсир', 5]
['чубанар', 5]
['зверна', 5]
['накь', 5]
['чими', 5]
['кiвачин', 5]
['авурди', 5]
['экъечiай', 5]
['пайда', 5]
['къачун', 5]
['гьер', 5]
['азад', 5]
['кiанзавайди', 5]
['ламраз', 5]
['ийимир', 5]
['ахтармишиз', 5]
['гьи', 5]
['хъуьтуьл', 5]
['верг', 5]
['шехьиз-шехьиз', 5]
['кьукь', 5]
['бугь', 5]
['хурук', 5]
['гуьгъуьна', 5]
['агакьдалди', 5]
['тагана', 5]
['гьайванрин', 5]
['мубарак', 5]
['гьарда', 5]
['чапрас', 5]
['аквазвай', 5]
['жен', 5]
['гьина', 5]
['алайди', 5]
['гайитiа', 5]
['виридалай', 5]
['чiуру', 5]
['къвемир', 5]
['гишила', 5]
['садбуру', 5]
['амалар', 5]
['акъвазда', 5]
['элкъуьрна', 5]
['халкьдин', 5]
['ядни', 5]
['кхьена', 5]
['винелай', 5]
['фенач', 5]
['кардикай', 5]
['жезвач', 5]
['фура', 5]
['вичи-вич', 5]
['тахьайла', 5]
['къати', 5]
['таза', 5]
['вахкана', 5]
['некни', 5]
['фуни', 5]
['иесиди', 5]
['рекьяй', 5]
['къачур', 5]
['кицiни', 5]
['кузвай', 5]
['халудиз', 5]
['кутiунна', 5]
['лугьун', 5]
['муькуьда', 5]
['мирги', 5]
['батмиш', 5]
['алат', 5]
['гун', 5]
['стхайри', 5]
['жагъанач', 5]
['атiудайла', 5]
['хкиз', 5]
['дарман', 5]
['жемят', 5]
['аферин', 5]
['аллагь', 5]
['алейкумсалам', 5]
['18', 5]
['къуй', 5]
['инсандин', 5]
['теклифна', 5]
['майдандиз', 5]
['ич', 5]
['са-сад', 5]
['гъуьлни', 5]
['калин', 5]
['къерехдал', 5]
['ихтилатна', 5]
['инсанди', 5]
['лагьанай', 5]
['гьуьлуьз', 5]
['сагъ', 5]
['къамчи', 5]
['йифен', 5]
['тажирдиз', 5]
['балкiанди', 5]
['иесини', 5]
['хтуна', 5]
['вегьеда', 5]
['гьамамдиз', 5]
['чинеба', 5]
['айвандик', 5]
['луьткведа', 5]
['тiуз', 5]
['нин', 5]
['гъуьлуьн', 5]
['ламрал', 5]
['хъвана', 5]
['ракъура', 5]
['кесибди', 5]
['тежез', 5]
['рушазни', 5]
['къугъваз', 5]
['кiандач', 5]
['рухваяр', 5]
['тергна', 5]
['кицiин', 5]
['тахьуй', 5]
['эгъуьнна', 5]
['къизил', 5]
['вахчуна', 5]
['ин', 5]
['хкведайла', 5]
['гам', 5]
['къармах', 5]
['къизилгуьлер', 5]
['балкiанар', 5]
['атанач', 5]
['гъиликай', 5]
['ракiарив', 5]
['пайдахар', 5]
['хьайиди', 5]
['шагьабасс', 5]
['халичияр', 5]
['угърияр', 5]
['шейхини', 5]
['лутуди', 5]
['къеледин', 5]
['эрчiи', 5]
['киф', 5]
['цiивинар', 5]
['девер', 5]
['хейлах', 4]
['накъвар', 4]
['кьифре', 4]
['эгера', 4]
['мумкин', 4]
['тавакъу', 4]
['тавун', 4]
['экъечiрай', 4]
['мегер', 4]
['экъечiиз', 4]
['дуьняда', 4]
['вахтни', 4]
['чизвачир', 4]
['элячiна', 4]
['сесни', 4]
['месни', 4]
['хаздин', 4]
['кiекре', 4]
['чуькьни', 4]
['идалай', 4]
['чарх', 4]
['кам', 4]
['ламра', 4]
['галукьна', 4]
['гьайиф', 4]
['зал', 4]
['девени', 4]
['физвайла', 4]
['ибурал', 4]
['чуьл', 4]
['мукьвал', 4]
['севрез', 4]
['ратар', 4]
['хкваш', 4]
['алахъна', 4]
['хъисен', 4]
['тумуни', 4]
['аллагьдиз', 4]
['кутаз', 4]
['лугьуди', 4]
['кьилди', 4]
['сарар', 4]
['кьейила', 4]
['хуьда', 4]
['виликди', 4]
['хеб', 4]
['ялгъуз', 4]
['хъваз', 4]
['ругъвади', 4]
['хайи', 4]
['жув', 4]
['кьуртiа', 4]
['буйругъна', 4]
['тухуда', 4]
['сефер', 4]
['къведайди', 4]
['къаних', 4]
['жанавурар', 4]
['чуьлдиз', 4]
['инанмиш', 4]
['вач', 4]
['нинди', 4]
['гьаясуз', 4]
['аман', 4]
['вагь', 4]
['рекьидай', 4]
['кьилин', 4]
['храна', 4]
['кiане', 4]
['куткунда', 4]
['душман', 4]
['ибуруни', 4]
['пайна', 4]
['акунач', 4]
['хаз', 4]
['рухсат', 4]
['дерди', 4]
['анихъ', 4]
['гъидай', 4]
['магъарада', 4]
['вичелай', 4]
['тефти', 4]
['магъарадин', 4]
['мусибат', 4]
['магъарадиз', 4]
['чирун', 4]
['пеше', 4]
['гьерен', 4]
['ахъайда', 4]
['алатда', 4]
['твада', 4]
['кiандатiани', 4]
['вердиш', 4]
['яваш-яваш', 4]
['авунва', 4]
['цiегь', 4]
['шикил', 4]
['къуватлу', 4]
['къаркай', 4]
['тик', 4]
['гуьзлемишиз', 4]
['кукiва', 4]
['шарагар', 4]
['халадиз', 4]
['тумунив', 4]
['алудда', 4]
['вегьин', 4]
['шехьиз', 4]
['цавун', 4]
['чакъалрини', 4]
['неинки', 4]
['дуьнядин', 4]
['акъвазиз', 4]
['ял', 4]
['чакъалдин', 4]
['гафарал', 4]
['гьафтеда', 4]
['секин', 4]
['чкадилай', 4]
['чакъалдиз', 4]
