['буго', 638]
['гьечiеб', 10]
['чiегiерав', 10]
['эб', 10]
['чол', 10]
['балагьизе', 10]
['цоцалъ', 10]
['дирго', 10]
['чiужуялда', 10]
['вацги', 10]
['нагагь', 10]
['хiал', 10]
['вугеб', 10]
['лъазе', 10]
['хъван', 10]
['гiодор', 10]
['хьаг', 10]
['гьаби', 10]
['шагьаралъул', 10]
['рокьи', 10]
['херав', 10]
['инсуда', 10]
['гьабулел', 10]
['бичiчiанила', 10]
['лъикiал', 10]
['метер', 10]
['кумек', 10]
['батани', 10]
['тезе', 10]
['рокъоб', 10]
['гiурул', 10]
['соналъ', 10]
['мискинчи', 10]
['йихьун', 10]
['цiад', 10]
['лагълъи', 10]
['цiан', 9]
['хванила', 9]
['киб', 9]
['батила', 9]
['жанив', 9]
['пачахiасда', 9]
['жиндаго', 9]
['вукiаго', 9]
['гъотiода', 9]
['къали', 9]
['ккана', 9]
['жибго', 9]
['гiебеде', 9]
['хьихьун', 9]
['17', 9]
['гьаранила', 9]
['тiерхьун', 9]
['рекiарав', 9]
['18', 9]
['бугони', 9]
['бухьанила', 9]
['мунги', 9]
['гурин', 9]
['хъахiлъи', 9]
['нижее', 9]
['росун', 9]
['унтун', 9]
['щибха', 9]
['ракьалда', 9]
['гьебго', 9]
['бихьараб', 9]
['чуялги', 9]
['гъой', 9]
['рекiанила', 9]
['бетiергьанчи', 9]
['вегун', 9]
['алда', 9]
['йикiарай', 9]
['гьале', 9]
['лъаларо', 9]
['ункъо', 9]
['вачанила', 9]
['гвенд', 9]
['тiамунила', 9]
['ретiун', 9]
['сулайманги', 9]
['лъимал', 9]
['сулайманида', 9]
['байбихьанила', 9]
['нартаз', 9]
['жинца', 9]
['лъица', 9]
['гьаз', 9]
['гiарабузаница', 9]
['рокъой', 9]
['нухалда', 9]
['цойги', 9]
['ячiанила', 9]
['заманаялъ', 9]
['ясалъе', 9]
['цояв', 9]
['тiадвуссун', 9]
['хiамаги', 9]
['йортанила', 9]
['рахъдал', 9]
['цiцiе', 9]
['гiалайкум', 9]
['боло', 9]
['бесдал', 9]
['хунжрул', 9]
['кьурул', 8]
['моцi', 8]
['гьавурав', 8]
['сверданила', 8]
['вугилан', 8]
['гiадав', 8]
['цохiо', 8]
['цiулал', 8]
['хвалчен', 8]
['цiанила', 8]
['ахiтiанила', 8]
['гъамасги', 8]
['бетiералда', 8]
['махсараде', 8]
['киве', 8]
['течiого', 8]
['16', 8]
['гiемерал', 8]
['гурищ', 8]
['гьесги', 8]
['чанаре', 8]
['гьабулев', 8]
['рещтiун', 8]
['лъугьа-бахъараб', 8]
['19', 8]
['къазабун', 8]
['гьаниб', 8]
['кун', 8]
['кквезе', 8]
['кiал', 8]
['рокъор', 8]
['баханила', 8]
['гьелъие', 8]
['вачiине', 8]
['цоял', 8]
['гьекъон', 8]
['нарт', 8]
['хьихьизе', 8]
['чiвараб', 8]
['багiараб', 8]
['кьолей', 8]
['рачiунел', 8]
['гъол', 8]
['ганчiида', 8]
['пунила', 8]
['рекъараб', 8]
['абуна', 8]
['кинго', 8]
['реганила', 8]
['бетiерги', 8]
['вахчун', 8]
['цоцазда', 8]
['лъалев', 8]
['щибдай', 8]
['гiужалда', 8]
['арав', 8]
['йиланги', 8]
['гьезие', 8]
['вихьун', 8]
['бахъанила', 8]
['букiине', 8]
['хiорил', 8]
['гiанасеб', 8]
['щуго', 8]
['горда', 8]
['ккунила', 8]
['руччаби', 8]
['данд', 8]
['кiалтiа', 8]
['аскiов', 8]
['сулайманил', 8]
['къотiизе', 8]
['кiолев', 8]
['ханги', 8]
['риччан', 8]
['хiилла', 8]
['цiаги', 8]
['бухiун', 8]
['рекъон', 8]
['гьечiин', 8]
['ракiалда', 8]
['къотiи', 8]
['кваналеб', 8]
['абула', 8]
['гьелъухъ', 8]
['хъаладухъе', 8]
['щолеб', 8]
['рес', 8]
['гъотiоде', 8]
['кьо', 8]
['тiоцебе', 8]
['жанир', 8]
['рахъанила', 8]
['борхатаб', 8]
['букiин', 8]
['ахiизе', 8]
['росасда', 8]
['лъан', 8]
['росу', 8]
['ццим', 8]
['магiна', 8]
['лъутанила', 8]
['ццин', 8]
['рахъухъирщица', 8]
['оцал', 8]
['чанахъанас', 8]
['бакъалъ', 8]
['унтул', 8]
['аллагьас', 7]
['ясалги', 7]
['ясгун', 7]
['сурат', 7]
['аскiое', 7]
['гiемерав', 7]
['шагьаралда', 7]
['вукiунев', 7]
['чiа', 7]
['гiезегiан', 7]
['бачiараб', 7]
['габур', 7]
['рохьоса', 7]
['нилъеда', 7]
['ятанила', 7]
['гьейги', 7]
['мегiералъул', 7]
['гуребги', 7]
['гiалаги', 7]
['гiанкiудал', 7]
['къайи', 7]
['хьагги', 7]
['дагьабги', 7]
['чанаве', 7]
['восун', 7]
['гурила', 7]
['рохьоре', 7]
['20', 7]
['халатаб', 7]
['чiвачiого', 7]
['кодоб', 7]
['цогидаб', 7]
['23', 7]
['рогьалил', 7]
['шагьар', 7]
['гiеретi', 7]
['гьениве', 7]
['лъабабизеги', 7]
['аздагьоялъул', 7]
['гьабичiого', 7]
['лъабабго', 7]
['гьоркьохъев', 7]
['аб', 7]
['бакътiерхьул', 7]
['хiадур', 7]
['ярагъ', 7]
['щолаго', 7]
['цiал', 7]
['чодаги', 7]
['балагье', 7]
['ратанила', 7]
['тунканила', 7]
['ракьулъе', 7]
['жанире', 7]
['дунялалда', 7]
['къоялъги', 7]
['арай', 7]
['бикъун', 7]
['вукiин', 7]
['бухьун', 7]
['къочанила', 7]
['ралъад', 7]
['къалъул', 7]
['битiараб', 7]
['гьазда', 7]
['гьединаб', 7]
['борохь', 7]
['ракь', 7]
['буртинаги', 7]
['квербацiцiги', 7]
['хварав', 7]
['къоролай', 7]
['базар', 7]
['кив', 7]
['хiакъалъулъ', 7]
['ралагьизе', 7]
['бицунеб', 7]
['арал', 7]
['ругеб', 7]
['берцинаб', 7]
['баргъич', 7]
['гъорлъ', 7]
['нартал', 7]
['вагiалайкум', 7]
['бугоанила', 7]
['бакун', 7]
['гiарабузан', 7]
['щвезавун', 7]
['къватiиб', 7]
['босулеб', 7]
['чiаго', 7]
['хер', 7]
['ясалъухъе', 7]
['ячiуней', 7]
['ханлъи', 7]
['ватун', 7]
['щведал', 7]
['тiадги', 7]
['ратун', 7]
['баккун', 7]
['гiуж', 7]
['гiаладул', 7]
['муинида', 7]
['рукiарал', 7]
['юссанила', 7]
['гiачиязда', 7]
['кьуна', 7]
['рагiаби', 7]
['разилъун', 7]
['релълъараб', 7]
['гьагъабго', 7]
['вохун', 7]
['цiаха', 7]
['къай', 7]
['гiолохъанчи', 7]
['хiораб', 7]
['кинаб', 7]
['жавабги', 7]
['бетiерчiахъаяв', 7]
['пикру', 7]
['болол', 7]
['гiер', 7]
['векьарухъанас', 7]
['цица', 7]
['хисана', 7]
['рукiаго', 6]
['нохъоде', 6]
['бахун', 6]
['диеги', 6]
['ваче', 6]
['лъикiав', 6]
['разилъанила', 6]
['бегун', 6]
['дуцаго', 6]
['бегьанила', 6]
['кколел', 6]
['кьер', 6]
['тiагiанила', 6]
['бихьила', 6]
['гъветiги', 6]
['нахъияб', 6]
['живгоги', 6]
['асде', 6]
['асул', 6]
['21', 6]
['росас', 6]
['гiаданалъ', 6]
['иш', 6]
['гьавунила', 6]
['22', 6]
['меседу', 6]
['бицен', 6]
['24', 6]
['хутiараб', 6]
['нухалъги', 6]
['гiадамазе', 6]
['букiа', 6]
['бугебщинаб', 6]
['вуссанила', 6]
['къваригiараб', 6]
['гьоркьохъей', 6]
['хъахiилаб', 6]
['лъачiила', 6]
['къварид', 6]
['нижеца', 6]
['малъанила', 6]
['рачiанила', 6]
['батичiила', 6]
['бакъанида', 6]
['кир', 6]
['лълъарги', 6]
['жинцаго', 6]
['гьекъезе', 6]
['рагiулеб', 6]
['бохдул', 6]
['кьижанила', 6]
['гьакида', 6]
['гьенир', 6]
['накiкiул', 6]
['кiоларо', 6]
['рагьтiа', 6]
['квешаб', 6]
['макьу', 6]
['бице', 6]
['чияр', 6]
['натi', 6]
['вортун', 6]
['семанила', 6]
['букiунеб', 6]
['лъолеб', 6]
['гiарцул', 6]
['ярагъги', 6]
['канлъи', 6]
['биччанила', 6]
['батараб', 6]
['гiачи', 6]
['гьитiинаб', 6]
['абе', 6]
['барай', 6]
['тiокiав', 6]
['гвандиниве', 6]
['рукiунел', 6]
['нижеда', 6]
['квар', 6]
['лъимер', 6]
['тiалаб', 6]
['жинда', 6]
['дин', 6]
['квеш', 6]
['нартазул', 6]
['цониги', 6]
['чодаса', 6]
['хеккого', 6]
['рахъ', 6]
['микьго', 6]
['бакъул', 6]
['лъиданиги', 6]
['анлъго', 6]
['ккани', 6]
['ккезе', 6]
['яцги', 6]
['ччун', 6]
['берал', 6]
['гьалъул', 6]
['бертин', 6]
['васасухъе', 6]
['хал', 6]
['батiи-батiиял', 6]
['бугебали', 6]
['пуланаб', 6]
['босараб', 6]
['гiодове', 6]
['яги', 6]
['нохъода', 6]
['гьесде', 6]
['вихьизе', 6]
['цiунизе', 6]
['азбаралда', 6]
['хъартай', 6]
['ботiрода', 6]
['йикiин', 6]
['ран', 6]
['рачiарал', 6]
['тiил', 6]
['гьоболги', 6]
['кусица', 6]
['базаралда', 6]
['щвана', 6]
['бахъизе', 6]
['хъун', 6]
['квасул', 6]
['устар', 6]
['гьебмехалда', 6]
['жиндихъего', 6]
['цер', 6]
['мискинчиясул', 6]
['гiачивехьас', 6]
['рукъги', 6]
['вехьасул', 6]
['гiакъилаб', 6]
['баркала', 6]
['лал', 6]
['хiурхiица', 6]
['бегавул', 6]
['лъие', 6]
['тумен', 6]
['дибирас', 6]
['бахiаралъул', 6]
['гвандиниса', 6]
['бичiчiун', 6]
['гьабуна', 6]
['жавгьар', 6]
['моцiалъ', 6]
['вичарухъан', 6]
['цiадул', 6]
['бече', 6]
['буртина', 6]
['аллагьасул', 6]
['тамихi', 6]
['бакъараб', 6]
['бижараб', 5]
['капурго', 5]
['хвараб', 5]
['цил', 5]
['жалго', 5]
['къад', 5]
['толев', 5]
['дуеги', 5]
['къачiанила', 5]
['витiизе', 5]
['пайда', 5]
['кванила', 5]
['рохьове', 5]
['балагь', 5]
['налъи', 5]
['жого', 5]
['бохги', 5]
['рехизе', 5]
['хапун', 5]
['дагiба', 5]
['къабул', 5]
['цилгiинида', 5]
['щвезаюн', 5]
['бачанила', 5]
['кiваричiо', 5]
['батаги', 5]
['ургъун', 5]
['цiакъав', 5]
['ватани', 5]
['гьанал', 5]
['рекъ-щинкi', 5]
['кiутiун', 5]
['мегежги', 5]
['хурханила', 5]
['чiужулъун', 5]
['йикiана', 5]
['цее', 5]
['гъоркьа', 5]
['кiалъачiила', 5]
['рештiун', 5]
['25', 5]
['букiуна', 5]
['дудаса', 5]
['гьанире', 5]
['гiодулей', 5]
['26', 5]
['тiибитiанила', 5]
['аскiовеги', 5]
['талихi', 5]
['гiин', 5]
['гiоданила', 5]
['кватiичiого', 5]
['эсул', 5]
['рагiараб', 5]
['нужеда', 5]
['дидаги', 5]
['кiанцiарав', 5]
['йигин', 5]
['диего', 5]
['би', 5]
['гъунила', 5]
['тункун', 5]
['рехараб', 5]
['кiиабизеги', 5]
['пашманго', 5]
['хiалалъ', 5]
['гьединги', 5]
['лъабайго', 5]
['вацазул', 5]
['вацасе', 5]
['квананила', 5]
['букiунаро', 5]
['гьалбал', 5]
['руссун', 5]
['цiва', 5]
['лъугьана', 5]
['чiечiого', 5]
['рештiанила', 5]
['вацалги', 5]
['маххул', 5]
['чанадаса', 5]
['нартавги', 5]
['кiвараб', 5]
['гiенеккун', 5]
['гьикъараб', 5]
['кваркьи', 5]
['камун', 5]
['унаанила', 5]
['гъос', 5]
['къанщизегiан', 5]
['къотiанила', 5]
['анги', 5]
['зобалазде', 5]
['керен', 5]
['гуребани', 5]
['гъасда', 5]
['къваригiел', 5]
['бетiергьанчиги', 5]
['бакъги', 5]
['гьелде', 5]
['халкъ', 5]
['тiомалги', 5]
['микки', 5]
['гiадал', 5]
['ячуней', 5]
['багiарал', 5]
['гьабги', 5]
['рос-лъади', 5]
['щвелалде', 5]
['рачiа', 5]
['инсан', 5]
['нижги', 5]
['гъун', 5]
['гьазул', 5]
['бокьани', 5]
['гьесдаги', 5]
['бецав', 5]
['гiакъуба', 5]
['инчiого', 5]
['торгiо', 5]
['лъадал', 5]
['баччун', 5]
['гьунаралъе', 5]
['жоялъе', 5]
['кколев', 5]
['дагьавги', 5]
['гьарунила', 5]
['гордухъан', 5]
['бегьун', 5]
['гъадаробер', 5]
['сапар', 5]
['бокьаниги', 5]
['байбихьун', 5]
['тамашалъун', 5]
['лъезе', 5]
['исмагiилил', 5]
['тараб', 5]
['гьений', 5]
['хъамизе', 5]
['исмагiилида', 5]
['гьезде', 5]
['гьаракьалъ', 5]
['сардилъ', 5]
['росасе', 5]
['кiоларого', 5]
['лъабалго', 5]
['вацасул', 5]
['бугин', 5]
['огь', 5]
['гiолохъаби', 5]
['гiодоре', 5]
['бакiарун', 5]
['ханлъун', 5]
['берталъ', 5]
['аравго', 5]
['хех', 5]
['вачiараб', 5]
['захiматаб', 5]
['чiужугiадан', 5]
['чанги', 5]
['ругин', 5]
['туманкi', 5]
['ячанила', 5]
['тiохiокица', 5]
['гiадамалги', 5]
['жидецаго', 5]
['азбаралде', 5]
['хъарталъ', 5]
['килищ', 5]
['хисун', 5]
['гiайиб', 5]
['бакъван', 5]
['улкаялъул', 5]
['бетiербахъи', 5]
['цiорораб', 5]
['къоролайги', 5]
['хиял', 5]
['мискинаб', 5]
['лъикiилан', 5]
['рази', 5]
['дандеги', 5]
['гьабсагiат', 5]
['цiидасан', 5]
['эбелалъги', 5]
['гьабуниги', 5]
['хiамида', 5]
['ворчiарав', 5]
['гъарин', 5]
['хурие', 5]
['ритiун', 5]
['гъамас', 5]
['къвалакь', 5]
['квералги', 5]
['суал', 5]
['мискинчияс', 5]
['росги', 5]
['магiида', 5]
['мутагiелумас', 5]
['цiодораб', 5]
['гiедераб', 5]
['гiанкiуялъул', 5]
['абулев', 5]
['гiакъилзаби', 5]
['тала', 5]
['бецiаб', 5]
['колоде', 5]
['бетiергьан', 5]
['вукiунаанила', 5]
['лъуна', 5]
['гiулби', 5]
['букiинчiо', 5]
['векьарухъанасда', 5]
['бицана', 5]
['шкаф', 5]
['сах', 5]
['зодил', 5]
['бахiарав', 5]
['бахiарай', 5]
['чумартида', 5]
['хъизаналъул', 5]
['чодухъ', 5]
['караваналъул', 5]
['царгъида', 5]
['аби', 5]
['бакъуе', 5]
['сихiирлъи', 5]
['руз', 5]
['горо', 5]
['ракьалдеги', 5]
['циги', 4]
['ячiарай', 4]
['ботiролъ', 4]
['кiкiалахъе', 4]
['инсуде', 4]
['кинав', 4]
['хiалтiиги', 4]
['тарав', 4]
['цоясул', 4]
['чiараб', 4]
['жание', 4]
['гьоцiо', 4]
['гъансиниб', 4]
['жийго', 4]
['жаний', 4]
['гьабичiо', 4]
['вихханила', 4]
['дова', 4]
['тiокiай', 4]
['бортанила', 4]
['гiинги', 4]
['битiахъе', 4]
['бадиб', 4]
['аллагьасе', 4]
['малгiун', 4]
['рагiиги', 4]
['лъикiалан', 4]
['улкаялда', 4]
['кквезеги', 4]
['вегизавунила', 4]
['речiчiила', 4]
['гьунарги', 4]
['гъутiбираччица', 4]
['дагьал', 4]
['кето', 4]
['бакiги', 4]
['хьвадун', 4]
['гъутiбираччги', 4]
['чехь', 4]
['тирщун', 4]
['вухьун', 4]
['цевеса', 4]
['гiанкiида', 4]
['чанахъа', 4]
['рекiарас', 4]
['вортанила', 4]
['гъотiол', 4]
['вай', 4]
['ворчiун', 4]
['толаро', 4]
['гiумруялда', 4]
['къадалъ', 4]
['гьалмагъзабаз', 4]
['гьединал', 4]
['мунго', 4]
['течiила', 4]
