['буго', 300]
['магiарулай', 6]
['къисаби', 6]
['гiашура', 6]
['гамачi', 6]
['инсул', 6]
['дибирлъи', 6]
['букiанин', 6]
['букiунаан', 6]
['батагъалде', 6]
['досул', 6]
['цiатiанихъа', 6]
['гьаруна', 6]
['берцинлъи', 6]
['газеталдаса', 6]
['рукъалъул', 6]
['ралагьун', 6]
['балъголъи', 6]
['гьве', 6]
['квералъ', 6]
['гьан', 6]
['цониги', 6]
['гьечiолъи', 6]
['лъугьарав', 6]
['ратизе', 6]
['халкъалъ', 6]
['борхалъуде', 6]
['бокьарав', 6]
['тiагiун', 6]
['замана', 6]
['гьелъин', 6]
['рухi', 6]
['дагiба', 6]
['сакги', 6]
['гiолохъаби', 6]
['рохел', 6]
['вугила', 6]
['росабалъа', 6]
['бихьула', 6]
['жоги', 6]
['нилъее', 6]
['пикруялда', 6]
['балъго', 6]
['хвана', 6]
['рехун', 6]
['гьоболлъухъ', 6]
['полкалде', 6]
['тiадегiанал', 5]
['биценал', 5]
['къисматалъул', 5]
['гъоб', 5]
['къоял', 5]
['пайда', 5]
['шигiрияб', 5]
['гьавуна', 5]
['цоцазде', 5]
['нус', 5]
['аскiоб', 5]
['магiарухъ', 5]
['хъахiабросдерица', 5]
['гiатiидал', 5]
['гохi', 5]
['гiадамалги', 5]
['заманги', 5]
['кьучi', 5]
['цiунизе', 5]
['ругеб', 5]
['тiабигiат', 5]
['гъоркье', 5]
['гьенире', 5]
['кагътиде', 5]
['керенги', 5]
['махiачил', 5]
['нажмудинил', 5]
['магiарулазе', 5]
['батаниги', 5]
['махiмудицаги', 5]
['кколел', 5]
['масала', 5]
['жакъасеб', 5]
['гiумар', 5]
['республикаялъул', 5]
['гьавуралдаса', 5]
['ккарай', 5]
['исупхiажияв', 5]
['нижеда', 5]
['руччабаз', 5]
['гьезухъ', 5]
['хвезегiан', 5]
['хiалхьи', 5]
['муица', 5]
['гiадат', 5]
['чиги', 5]
['гьесухъа', 5]
['бокьулеб', 5]
['ахир', 5]
['бицунел', 5]
['макьу', 5]
['йигилан', 5]
['рокъоса', 5]
['берцинай', 5]
['цо-кiиго', 5]
['бичун', 5]
['каранда', 5]
['жибго', 5]
['кье', 5]
['тiехьалдаса', 5]
['асараз', 5]
['росаби', 5]
['мухiамадги', 5]
['хьвадун', 5]
['кiоларо', 5]
['бахъана', 5]
['пасихiал', 5]
['бицанихъе', 5]
['тiамун', 5]
['чiола', 5]
['мисал', 5]
['борхатаб', 5]
['панаяб', 5]
['гьанир', 5]
['берцинго', 5]
['рукъги', 5]
['жанив', 5]
['гурев', 5]
['магiарулав', 5]
['тiабигiиял', 5]
['рокьуца', 5]
['гiагараб', 5]
['хехго', 5]
['кучiдуз', 5]
['багiараб', 5]
['хiамзатил', 5]
['гьанив', 5]
['хвананиги', 5]
['васасе', 5]
['чiанкiа', 5]
['игьалиса', 5]
['гьобол', 5]
['гьав', 5]
['васасул', 5]
['суал', 5]
['мухiамадов', 5]
['къараб', 5]
['филологиял', 5]
['учитель', 5]
['хiамзатица', 5]
['гьарула', 5]
['балъголъаби', 5]
['гiакълуги', 5]
['хiисаб', 5]
['рагiабазул', 5]
['муихъ', 5]
['къадар', 5]
['балайги', 5]
['бицаде', 5]
['гьабуразе', 5]
['дунгоги', 5]
['ратула', 5]
['цiалулеб', 5]
['мехалъги', 5]
['тiасан', 5]
['балай', 5]
['ахiана', 5]
['чiугiлиса', 5]
['жаниве', 5]
['кколаан', 5]
['гурин', 5]
['цоцазе', 5]
['вац', 5]
['хъандулалъул', 5]
['васас', 5]
['сас', 5]
['хiадур', 5]
['кватiичiого', 5]
['вахъине', 5]
['лъагiел', 5]
['тiагiана', 5]
['гьабулаан', 5]
['рокъое', 5]
['хiинкъун', 5]
['рагiабиги', 5]
['букiарабани', 5]
['гiакълу', 5]
['чiужуги', 5]
['хирияб', 5]
['магьдилас', 5]
['рокъор', 5]
['аллагьасул', 5]
['мацiалъул', 5]
['кваназе', 5]
['кив', 5]
['гьоркьов', 5]
['вахъана', 5]
['ботiрода', 5]
['махiмудихъ', 5]
['тiагъур', 5]
['киназулго', 5]
['цин', 5]
['чiарал', 5]
['щибав', 5]
['къасд', 5]
['хвезе', 5]
['магiаруласул', 5]
['бегiераб', 5]
['ккаразул', 5]
['суратал', 5]
['букiуна', 5]
['лъачiого', 5]
['кьалул', 5]
['хабаралъ', 5]
['балаялъ', 5]
['якъинго', 5]
['тiолго', 5]
['аб', 5]
['кьодул', 5]
['сабаблъун', 5]
['машгьураб', 5]
['ячiун', 5]
['бицараб', 5]
['вукiанин', 5]
['унти', 5]
['лъугьуна', 5]
['чара', 5]
['цiех-рех', 5]
['гьитiинав', 5]
['нилъерго', 5]
['гьари', 5]
['ахiулаан', 5]
['ватани', 5]
['гьевги', 5]
['гьаваялда', 5]
['гьавулев', 5]
['цояв', 5]
['жиндие', 5]
['суалазе', 5]
['юсуповалъ', 5]
['тарбия', 5]
['гiи', 5]
['гьц', 5]
['щуго', 5]
['хiукму', 5]
['чiанкiал', 5]
['къвал', 5]
['къоялдаса', 5]
['тола', 5]
['гурищ', 5]
['гизма', 5]
['хисизабизе', 5]
['къваригiун', 5]
['васги', 5]
['ячине', 5]
['дос', 5]
['рагiараб', 5]
['ругониги', 4]
['творчество', 4]
['гiурусазул', 4]
['творчествоялда', 4]
['рехсон', 4]
['заманалъул', 4]
['данделъизе', 4]
['даражаялда', 4]
['гiелмиял', 4]
['шагiирзабазулги', 4]
['гiащикъ', 4]
['пачаясул', 4]
['бацiцiадаб', 4]
['иццул', 4]
['жакъаги', 4]
['рахъалда', 4]
['батулеб', 4]
['дунялалъул', 4]
['гiарац', 4]
['чучун', 4]
['гiатiидго', 4]
['машгьурал', 4]
['къавулъ', 4]
['рагъ', 4]
['блок', 4]
['колхозалда', 4]
['соназул', 4]
['кьеялъул', 4]
['рагьана', 4]
['хiалтiул', 4]
['гьабиялъе', 4]
['тiамуна', 4]
['мухiамадил', 4]
['творчествоялъул', 4]
['тiубай', 4]
['мина', 4]
['гiиллалъун', 4]
['щварал', 4]
['ахиралда', 4]
['гiагарав', 4]
['кiун', 4]
['къан', 4]
['гiилла', 4]
['гьанжесеб', 4]
['вижарав', 4]
['чiолев', 4]
['м', 4]
['сихi', 4]
['гьесухъ', 4]
['гьадинал', 4]
['адаб', 4]
['хiурмат', 4]
['устар', 4]
['хiасанил', 4]
['моцi', 4]
['къватiиве', 4]
['унев', 4]
['сапар', 4]
['чiолеб', 4]
['сардал', 4]
['чвахулеб', 4]
['йигоан', 4]
['абулей', 4]
['кiалъана', 4]
['чохтiо', 4]
['чiвала', 4]
['хъамун', 4]
['магьари', 4]
['абурал', 4]
['магiарда', 4]
['хутiараб', 4]
['гiасруялъул', 4]
['цоцазда', 4]
['цояз', 4]
['цогидазул', 4]
['балагье', 4]
['базаралде', 4]
['дидаса', 4]
['лъурав', 4]
['цоцалъ', 4]
['кочiохъаби', 4]
['щолеб', 4]
['гвангъарал', 4]
['гьабуниги', 4]
['гiажаиблъи', 4]
['кочiохъабаз', 4]
['тiадехун', 4]
['щола', 4]
['кисан', 4]
['гьадигiан', 4]
['гьоркьоса', 4]
['рехсарал', 4]
['кьоги', 4]
['живгоги', 4]
['гьайбатай', 4]
['тiибитiун', 4]
['гiун', 4]
['бижараб', 4]
['тiабигiияб', 4]
['салам', 4]
['рачi', 4]
['абурай', 4]
['рогьалил', 4]
['гьенисан', 4]
['хабаде', 4]
['хвараб', 4]
['хiакъаб', 4]
['хиял', 4]
['гьазул', 4]
['рагьулеб', 4]
['жалго', 4]
['къанагiатги', 4]
['ячiарай', 4]
['мария', 4]
['къулун', 4]
['ахирисеб', 4]
['гiарцул', 4]
['ракьулъ', 4]
['урхъараб', 4]
['бачiина', 4]
['тiокiалъ', 4]
['тарал', 4]
['рекiехъе', 4]
['къисматги', 4]
['босана', 4]
['лъана', 4]
['бакъ', 4]
['бокьараб', 4]
['цогидаб', 4]
['инхоса', 4]
['хiамил', 4]
['батула', 4]
['бугебгiан', 4]
['газета', 4]
['сайгъат', 4]
['тiехь', 4]
['гiусманхiажи', 4]
['мухiамадовас', 4]
['мацiалде', 4]
['цiорон', 4]
['азарго', 4]
['жанибги', 4]
['рукiинчiо', 4]
['цiаралда', 4]
['чiужугiаданалъе', 4]
['гiуцiизе', 4]
['бакъул', 4]
['къаси', 4]
['йокьулелъул', 4]
['инчiого', 4]
['ясбер', 4]
['черх', 4]
['гiор', 4]
['ралагьизе', 4]
['газеталда', 4]
['дагьабго', 4]
['чiужуялъ', 4]
['аваданлъи', 4]
['мавлид', 4]
['къуръан', 4]
['гiашурал', 4]
['хабарги', 4]
['лъугiун', 4]
['йигей', 4]
['нухда', 4]
['лъаларев', 4]
['росабалъ', 4]
['зигара', 4]
['махiмудихъе', 4]
['рази', 4]
['хiасанханил', 4]
['хириял', 4]
['цо-цоял', 4]
['киназдаго', 4]
['ургъел', 4]
['унаго', 4]
['гiолохъабазда', 4]
['рагiичiо', 4]
['гьесги', 4]
['гьаракьги', 4]
['аваданав', 4]
['аллагьас', 4]
['камилаб', 4]
['бухiи', 4]
['рагiабазухъ', 4]
['гiахьалчiиса', 4]
['цо-цояз', 4]
['магiица', 4]
['игьелдерил', 4]
['рукiуна', 4]
['щивав', 4]
['кколаро', 4]
['рахъана', 4]
['нажмудинида', 4]
['рогьо', 4]
['гьабулаго', 4]
['эхетун', 4]
['гьабсагiат', 4]
['тамихi', 4]
['кинал', 4]
['рухiги', 4]
['нужеда', 4]
['мугiрул', 4]
['вуссана', 4]
['гiенеккизе', 4]
['гъваридго', 4]
['кьурулъ', 4]
['чу', 4]
['бихьарав', 4]
['вахъун', 4]
['свине', 4]
['ццин', 4]
['кинха', 4]
['рохелги', 4]
['цiодорав', 4]
['ботiролъе', 4]
['квербакъи', 4]
['гьаракiуниса', 4]
['бачунеб', 4]
['цiиял', 4]
['даража', 4]
['ран', 4]
['хiухьел', 4]
['гьедигiан', 4]
['кочiохъанасул', 4]
['рецц', 4]
['росасул', 4]
['махiмудиеги', 4]
['толаан', 4]
['лъуна', 4]
['боцiи', 4]
['заманаялъул', 4]
['ахiи', 4]
['холев', 4]
['къваридаб', 4]
['дицаго', 4]
['цiатiанихъе', 4]
['кагъат', 4]
['расул', 4]
['толаро', 4]
['каранзул', 4]
['аскiой', 4]
['муида', 4]
['мех', 4]
['кiудияй', 4]
['берталъе', 4]
['хьвадулеб', 4]
['квеш', 4]
['кiолаан', 4]
['къоло', 4]
['ругила', 4]
['чiвана', 4]
['гiин', 4]
['гьалда', 4]
['гiашилтiаса', 4]
['хiинчi', 4]
['чiараб', 4]
['киб', 4]
['эб', 4]
['жавабал', 4]
['хiаталдаса', 4]
['диниял', 4]
['асаразулъ', 4]
['гъойсубулиялъул', 4]
['миллияб', 4]
['лъалкi', 4]
['цоцада', 4]
['бухьен', 4]
['бутiа', 4]
['советияб', 4]
['гiумруялъулги', 4]
['чакар', 4]
['гьаризеги', 4]
['гъира', 4]
['гьитiинго', 4]
['бокьулаан', 4]
['сверизе', 4]
['ражабги', 4]
['гьаби', 4]
['баянал', 4]
['ясалъе', 4]
['бахчун', 4]
['йигин', 4]
['образал', 4]
['абичiо', 4]
['къватiибе', 4]
['руччаби', 4]
['рагiиги', 4]
['букiинчiин', 4]
['узухъда', 4]
['мадугьалихъ', 4]
['гьабизеги', 4]
['гьездаса', 4]
['чiолароан', 4]
['къваригiел', 4]
['гьелъухъ', 4]
['яц', 4]
['курак', 4]
['гiумарил', 4]
['тiубанго', 4]
['кколей', 4]
['къватiиб', 4]
['гьечiила', 4]
['какдаса', 4]
['букiа', 4]
['живги', 4]
['чагурги', 4]
['лагъил', 4]
['цiикiкiарал', 3]
['лъазабун', 3]
['харбалги', 3]
['биценалги', 3]
['асараздасан', 3]
['ахиралде', 3]
['борхалъиялде', 3]
['заманалъ', 3]
['басмаялда', 3]
['пикрабазул', 3]
['щвечiо', 3]
['хабал', 3]
['гiадалаб', 3]
['гiишкъу', 3]
['чiоларо', 3]
['тiубазе', 3]
['вукiаравани', 3]
['сонги', 3]
['индал', 3]
['гьабиялъул', 3]
['дагъистаналде', 3]
['бегьулаан', 3]
['хисун', 3]
['гьудул-гьалмагъзаби', 3]
['толел', 3]
['поэзиялъул', 3]
['тiехьги', 3]
['творческияб', 3]
['гiолеб', 3]
['сулейман', 3]
['бакiлъун', 3]
['гiуна', 3]
['классик', 3]
['гiишкъул', 3]
['щвечiеб', 3]
['цун', 3]
['тiатiала', 3]
['батiаго', 3]
['рохьал', 3]
['унго-унголъунги', 3]
['гьабсагiаталдаги', 3]
['нахъего', 3]
['культура', 3]
['ахкент', 3]
['рагiул', 3]
['районалда', 3]
['рагъда', 3]
['армиялда', 3]
['улкабазул', 3]
['дахадаевасул', 3]
